driver_gene,paralog_gene,pcs,delta_expression,necessity,dependency_dd,cohens_d,hedges_g,dd_p_value,expr_p_value,expr_t_stat,n_mut,n_wt,cancer_type,mutation_frequency,q_value,pass_threshold,pcs_rank,pcs_norm,dd_norm,composite_score,is_known_paralog_sl
PIK3R1,SH2D1A,0.0,0.007824348571314643,-0.16205882501293392,-0.06456399475685852,-0.5819218454580868,-0.552332599078862,0.22773223834371886,0.7479789259846621,0.3312620558368663,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,17.5,0.0,0.1655755741423391,0.0434276504297448,False
PIK3R1,SH2D1B,9.946578148995083e-05,0.037692762444092656,0.002638856242958639,-0.0411591458798416,-0.3900953751807264,-0.37026001712068946,0.4047029514053845,0.29216572273241537,1.1675367318940302,6,11,Endometrial_MSI_H,0.35294117647058826,0.8764971681972461,False,10.0,0.00018074477541024,0.10555340071393465,0.034311877848912604,False
PIK3R1,SH2D4B,0.0,0.08493375178493495,-0.036352081429588644,-0.02269886123504763,-0.17953546864745779,-0.1704065465128413,0.6925371913563966,0.2174211871449499,1.4019955420059702,6,11,Endometrial_MSI_H,0.35294117647058826,0.8290943850717529,False,17.5,0.0,0.05821165489409328,0.031300484796808054,False
PIK3R1,BLNK,0.0,0.486085071392784,-0.020489573054415487,0.03260027658185681,0.42290115849425836,0.4013977097572622,0.4361538737657958,0.39553594486188753,0.9039537118339899,6,11,Endometrial_MSI_H,0.35294117647058826,0.8917675956945604,False,17.5,0.0,0.08360402005123131,0.02779768918338925,False
PIK3R1,TNS4,0.0,0.9410489472288175,-0.046349059910774364,-0.013790479803042474,-0.1904869880525058,-0.18080120899898855,0.6990119062447986,0.24181919564592796,1.3124099135043579,6,11,Endometrial_MSI_H,0.35294117647058826,0.8290943850717529,False,17.5,0.0,0.03536594381568267,0.026731342581125934,False
PIK3R1,SHB,0.0012625031745858244,0.25945534263016024,0.004865974860211128,0.02381590407417329,0.1364447549996549,0.12950688610136735,0.8145579681208928,0.5543805238794199,0.6131964895982135,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,8.0,0.0022941643782116595,0.06107633218251605,0.023674884226886024,False
PIK3R1,SH2D7,0.0007937113829388097,0.02424322790320864,0.032739509198515614,-0.021183835956158623,-0.22054269312717964,-0.20932865788342475,0.6375337726060878,0.7426416534894902,0.33751520333268464,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,9.0,0.0014422968733656411,0.05432634418280775,0.021898952874521357,False
PIK3R1,PIK3R2,0.0,-0.10260545349631478,0.13985128498201402,0.03728703529317885,0.22832349568264837,0.21671382641064932,0.6529840628912997,0.8415778826341438,-0.20413952693960966,6,11,Endometrial_MSI_H,0.35294117647058826,0.9618032944390215,False,17.5,0.0,0.09562330057152969,0.02129845995708078,False
PIK3R1,SHC4,0.007272866027544246,0.14823147116003382,0.04906425046333316,0.00673536758989135,0.052699523572141437,0.050019886780337634,0.9140593047270612,0.4021345816246765,0.8831760470113622,6,11,Endometrial_MSI_H,0.35294117647058826,0.8917675956945604,False,7.0,0.013215927297269142,0.01727297636950347,0.021139444095678247,False
PIK3R1,SHD,0.0,-0.022607374756428045,0.04243910127581202,-0.03843549770933124,-0.26364684657229775,-0.2502410747126894,0.6153369544186877,0.9615554746610684,-0.050141792732986606,6,11,Endometrial_MSI_H,0.35294117647058826,0.9797228400161975,False,17.5,0.0,0.0985685539538745,0.0197137107907749,False
PIK3R1,PIK3R3,0.0,-0.07776515968299247,-0.014319383409954426,0.03118923362572234,0.1569748498153886,0.1489930777908773,0.7406593796678647,0.9145497873601918,-0.1092103317710752,6,11,Endometrial_MSI_H,0.35294117647058826,0.9797228400161975,False,17.5,0.0,0.07998537395472952,0.015997074790945903,False
PIK3R1,SHC3,0.0,-0.1124761740076855,0.15987754236425358,-0.008106658924612153,-0.05987112652938486,-0.0568268319600941,0.8957038829817726,0.7114032427815522,-0.3790271831855102,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,17.5,0.0,0.020789678688154407,0.014470471338907867,False
PIK3R1,SH2D6,0.0,0.075953467993498,-0.04476259920831484,0.0,0.0,0.0,1.0,0.5979711332944029,0.5566356017648827,6,11,Endometrial_MSI_H,0.35294117647058826,0.8975747111815945,False,17.5,0.0,0.0,0.010312535601276986,False
